symbol,variant,side,sweep_time,entry_time,exit_time,outcome,pnl,r_multiple,fees,known_at,regime,score,bull_votes,bear_votes,positive_1h_pct,positive_4h_pct,positive_24h_pct,median_1h_pct,median_4h_pct,median_24h_pct
EGLDUSDT,15m_d3_e24,long,2026-05-26 10:00:00+00:00,2026-05-26 15:15:00+00:00,2026-05-26 15:30:00+00:00,stop,-26.587730142511603,-1.3293865071255802,3.594058644927524,2026-05-26 15:15:00+00:00,BEARISH,-4,0,4,15.957446808510639,24.46808510638298,,-0.6093659623390646,-0.4609003928415567,
BARDUSDT,15m_d3_e24,long,2026-05-26 13:30:00+00:00,2026-05-26 15:15:00+00:00,2026-05-26 15:30:00+00:00,stop,-24.20444288466065,-1.2102221442330323,2.294305408967605,2026-05-26 15:15:00+00:00,BEARISH,-4,0,4,15.957446808510639,24.46808510638298,,-0.6093659623390646,-0.4609003928415567,
ENSOUSDT,15m_d4_e24,long,2026-05-26 09:45:00+00:00,2026-05-26 15:30:00+00:00,2026-05-26 16:00:00+00:00,stop,-26.435407720798807,-1.3217703860399403,3.510987852735821,2026-05-26 15:30:00+00:00,BEARISH,-4,0,4,10.638297872340425,19.148936170212767,,-1.3936528877162069,-0.683291397315211,
FLUXUSDT,15m_d4_e24,short,2026-05-26 14:30:00+00:00,2026-05-26 16:15:00+00:00,2026-05-26 17:45:00+00:00,target,38.5230426668628,1.9706211079922265,0.5743185768844811,2026-05-26 16:15:00+00:00,BEARISH,-4,0,4,13.829787234042554,19.148936170212767,,-1.0548230754620636,-1.2504941435156736,
BTCUSDT,15m_d3_e24,short,2026-05-26 15:15:00+00:00,2026-05-26 16:30:00+00:00,2026-05-26 17:30:00+00:00,target,37.84783584945649,1.940850541540744,1.1534525438383256,2026-05-26 16:30:00+00:00,BEARISH,-4,0,4,13.829787234042554,18.085106382978726,,-0.5555422453720094,-1.0183032485330923,
VELVETUSDT,15m_d3_e24,long,2026-05-26 15:15:00+00:00,2026-05-26 16:30:00+00:00,2026-05-26 17:45:00+00:00,stop,-21.25032059265196,-1.0625160296325975,0.6832406932853373,2026-05-26 16:30:00+00:00,BEARISH,-4,0,4,13.829787234042554,18.085106382978726,,-0.5555422453720094,-1.0183032485330923,
BTCUSDT,15m_d4_e24,short,2026-05-26 15:00:00+00:00,2026-05-26 16:30:00+00:00,2026-05-26 17:30:00+00:00,target,38.81701083081488,1.940850541540744,1.1829891691851182,2026-05-26 16:30:00+00:00,BEARISH,-4,0,4,13.829787234042554,18.085106382978726,,-0.5555422453720094,-1.0183032485330923,
KITEUSDT,15m_d4_e24,short,2026-05-26 14:30:00+00:00,2026-05-26 17:00:00+00:00,2026-05-26 17:30:00+00:00,target,39.42036454035563,1.9710182270177812,0.5796354596443742,2026-05-26 17:00:00+00:00,BEARISH,-4,0,4,32.97872340425532,19.148936170212767,,-0.19318721219679924,-1.058287709374306,
ATUSDT,15m_d3_e24,long,2026-05-26 15:45:00+00:00,2026-05-26 17:15:00+00:00,2026-05-26 19:00:00+00:00,stop,-23.01345349860253,-1.1506726749301266,1.6447855898928605,2026-05-26 17:15:00+00:00,NEUTRAL,0,2,2,58.51063829787234,19.148936170212767,,0.10070805679661676,-1.1594692698180142,
AKTUSDT,15m_d3_e24,long,2026-05-26 14:45:00+00:00,2026-05-26 17:15:00+00:00,2026-05-26 17:45:00+00:00,stop,-22.88445721620257,-1.16846010713052,1.8006552429447489,2026-05-26 17:15:00+00:00,NEUTRAL,0,2,2,58.51063829787234,19.148936170212767,,0.10070805679661676,-1.1594692698180142,
FLUXUSDT,15m_d3_e24,long,2026-05-26 15:30:00+00:00,2026-05-26 17:15:00+00:00,2026-05-26 17:45:00+00:00,stop,-22.755101513798675,-1.1377550756899335,1.503890350697881,2026-05-26 17:15:00+00:00,NEUTRAL,0,2,2,58.51063829787234,19.148936170212767,,0.10070805679661676,-1.1594692698180142,
NAORISUSDT,1h_d3_e24,short,2026-05-26 14:00:00+00:00,2026-05-26 18:00:00+00:00,2026-06-04 01:00:00+00:00,target,39.92976355381156,1.996488177690578,0.0702364461884381,2026-05-26 18:00:00+00:00,BEARISH,-4,0,4,9.574468085106384,9.574468085106384,,-0.9512333791772687,-2.3452423632017103,
HOMEUSDT,15m_d4_e24,short,2026-05-26 16:45:00+00:00,2026-05-26 18:00:00+00:00,2026-05-26 20:00:00+00:00,stop,-21.463058359220256,-1.0731529179610129,0.7968044751418982,2026-05-26 18:00:00+00:00,BEARISH,-4,0,4,9.574468085106384,9.574468085106384,,-0.9512333791772687,-2.3452423632017103,
TRXUSDT,15m_d3_e24,short,2026-05-26 17:45:00+00:00,2026-05-26 18:45:00+00:00,2026-05-26 21:30:00+00:00,stop,-29.622363271458585,-1.4811181635729291,5.248092885193212,2026-05-26 18:45:00+00:00,BEARISH,-4,0,4,27.659574468085108,7.446808510638298,,-0.19604640288000685,-1.9757494349158577,
OPGUSDT,15m_d4_e24,short,2026-05-26 17:00:00+00:00,2026-05-26 19:00:00+00:00,2026-05-26 22:30:00+00:00,target,39.72890433156747,1.9864452165783733,0.2710956684325336,2026-05-26 19:00:00+00:00,BEARISH,-4,0,4,39.361702127659576,6.382978723404255,,-0.07493561633678536,-2.157658254747752,
ZILUSDT,15m_d3_e24,long,2026-05-26 17:30:00+00:00,2026-05-26 20:15:00+00:00,2026-05-27 02:00:00+00:00,stop,-23.727530269825674,-1.1863765134912838,2.0342156055418896,2026-05-26 20:15:00+00:00,NEUTRAL,0,2,2,89.36170212765957,25.53191489361702,,0.510849077484743,-0.5267646968756035,
ANKRUSDT,15m_d3_e24,long,2026-05-26 19:15:00+00:00,2026-05-26 20:15:00+00:00,2026-05-26 21:00:00+00:00,stop,-24.363687131262317,-1.2181843565631156,2.3811510983184463,2026-05-26 20:15:00+00:00,NEUTRAL,0,2,2,89.36170212765957,25.53191489361702,,0.510849077484743,-0.5267646968756035,
COMPUSDT,15m_d3_e24,long,2026-05-26 19:15:00+00:00,2026-05-26 20:30:00+00:00,2026-05-26 21:45:00+00:00,stop,-23.237961884389453,-1.1618980942194723,1.7672238314290258,2026-05-26 20:30:00+00:00,NEUTRAL,0,2,2,81.91489361702128,21.27659574468085,,0.37084255469036487,-0.7186513202909361,
