bucket_start_utc,observed_at_utc,universe_id,universe_count,symbols_with_valid_oi,symbols_with_valid_funding,total_open_interest_notional_usdt,median_open_interest_notional_usdt,median_funding_rate,oi_weighted_funding_rate,positive_funding_pct,negative_funding_pct,median_spread_bps,total_quote_volume_24h
2026-09-24T05:45:00+00:00,2026-09-24T05:53:06.146059+00:00,a2cf5baa1d16ededc8d0,100,100,100,6443167295.085739,1186327.3246825,5e-05,5.006298195299211e-05,88.0,12.0,10.427329132374403,6380123481.640623
2026-09-24T06:00:00+00:00,2026-09-24T06:12:26.044676+00:00,a2cf5baa1d16ededc8d0,100,100,100,6437174589.411262,1188773.48988,5e-05,4.7722585995767544e-05,87.0,13.0,11.071234646437468,6352631920.839671
2026-09-24T06:30:00+00:00,2026-09-24T06:32:22.738077+00:00,a2cf5baa1d16ededc8d0,100,100,100,6438679044.29445,1193505.5114199999,5e-05,4.828324376823653e-05,88.0,12.0,10.13352501188242,6317574524.066513
2026-09-24T06:45:00+00:00,2026-09-24T06:49:53.415505+00:00,a2cf5baa1d16ededc8d0,100,100,100,6430191583.41753,1203900.99168,5e-05,4.783888039042101e-05,88.0,12.0,10.092707759748134,6294110848.25462
2026-09-24T07:00:00+00:00,2026-09-24T07:11:05.498518+00:00,a2cf5baa1d16ededc8d0,100,100,100,6423981820.164041,1213257.133118,5e-05,4.6097227816615307e-05,90.0,10.0,10.561652391149918,6262316645.490801
2026-09-24T07:15:00+00:00,2026-09-24T07:27:36.505560+00:00,a2cf5baa1d16ededc8d0,100,100,100,6439852429.452639,1211070.7329179998,5e-05,4.658442861687144e-05,91.0,9.0,9.92415831167633,6252868771.843968
2026-09-24T07:30:00+00:00,2026-09-24T07:40:26.794108+00:00,a2cf5baa1d16ededc8d0,100,100,100,6456342969.2713585,1211702.951472,5e-05,4.7277983663897143e-05,91.0,9.0,10.346655790099396,6273685987.548083
2026-09-24T07:45:00+00:00,2026-09-24T07:53:01.883047+00:00,a2cf5baa1d16ededc8d0,100,100,100,6471778629.728773,1206677.0696675,5e-05,4.4365152643595185e-05,91.0,9.0,12.633769396356692,6224377738.058295
2026-09-24T08:00:00+00:00,2026-09-24T08:10:26.409891+00:00,a2cf5baa1d16ededc8d0,100,100,100,6463508882.677515,1220696.040381,5e-05,4.242733929285007e-05,90.0,10.0,10.492242313468463,6220500578.033763
2026-09-24T08:15:00+00:00,2026-09-24T08:29:02.393018+00:00,a2cf5baa1d16ededc8d0,100,100,100,6392812207.300713,1206790.267134,5e-05,3.97069105525005e-05,92.0,8.0,10.860776231442527,6263212966.606793
2026-09-24T08:30:00+00:00,2026-09-24T08:43:07.207340+00:00,a2cf5baa1d16ededc8d0,100,100,100,6413143922.0641365,1198235.4520100001,5e-05,4.221438405543803e-05,92.0,8.0,12.440799388240752,6391842028.05028
2026-09-24T08:45:00+00:00,2026-09-24T08:54:42.020530+00:00,a2cf5baa1d16ededc8d0,100,100,100,6395854681.136885,1188402.69513,5e-05,4.2905440144691476e-05,92.0,8.0,12.114101670458373,6451578565.614381
2026-09-24T09:00:00+00:00,2026-09-24T09:09:44.920039+00:00,a2cf5baa1d16ededc8d0,100,100,100,6415944261.510782,1188935.2927505001,5e-05,4.599692841511473e-05,91.0,9.0,11.09180312497643,6451333351.804447
2026-09-24T09:15:00+00:00,2026-09-24T09:27:45.907310+00:00,a2cf5baa1d16ededc8d0,100,100,100,6386456237.308002,1179459.411172,5e-05,4.5668959148806715e-05,90.0,10.0,10.016692696188436,6497563548.712953
2026-09-24T09:30:00+00:00,2026-09-24T09:40:59.157978+00:00,a2cf5baa1d16ededc8d0,100,100,100,6375376618.317001,1169479.275756,5e-05,4.523872420747896e-05,89.0,11.0,10.564486957318698,6734743702.209294
2026-09-24T09:45:00+00:00,2026-09-24T09:53:21.649774+00:00,a2cf5baa1d16ededc8d0,100,100,100,6428106342.97443,1167722.8682594998,5e-05,4.7353880728045736e-05,91.0,9.0,9.804660924573904,6803898167.438344
2026-09-24T10:00:00+00:00,2026-09-24T10:13:25.241543+00:00,a2cf5baa1d16ededc8d0,100,100,100,6449629362.747279,1166556.0917159999,5e-05,5.23699943296008e-05,91.0,9.0,9.588051536983219,6860177129.349327
2026-09-24T10:15:00+00:00,2026-09-24T10:27:20.626887+00:00,a2cf5baa1d16ededc8d0,100,100,100,6451076851.4529085,1166184.859527,5e-05,5.465306865824997e-05,91.0,9.0,9.516045202572286,6851286330.19501
2026-09-24T10:30:00+00:00,2026-09-24T10:40:33.483708+00:00,a2cf5baa1d16ededc8d0,100,100,100,6474361641.221601,1166089.047582,5e-05,5.788332209212824e-05,91.0,9.0,9.253712271229297,6846534927.069735
2026-09-24T10:45:00+00:00,2026-09-24T10:53:31.223924+00:00,a2cf5baa1d16ededc8d0,100,100,100,6478116119.782773,1175554.023786,5e-05,5.85724413283846e-05,91.0,9.0,10.19286002838616,6881604827.230016
2026-09-24T11:00:00+00:00,2026-09-24T11:09:27.979717+00:00,a2cf5baa1d16ededc8d0,100,100,100,6486888598.174531,1184911.1916860002,5e-05,5.949373408974491e-05,91.0,9.0,9.860853189511037,6883222456.782539
2026-09-24T11:15:00+00:00,2026-09-24T11:26:38.372627+00:00,a2cf5baa1d16ededc8d0,100,100,100,6494094445.829932,1189084.3477849998,5e-05,6.0828955115091645e-05,91.0,9.0,9.628649032001338,6819941950.888844
2026-09-24T11:30:00+00:00,2026-09-24T11:40:00.434227+00:00,a2cf5baa1d16ededc8d0,100,100,100,6483044152.688462,1182865.652328,5e-05,6.013696299840495e-05,91.0,9.0,10.04503952185839,6740752893.98831
2026-09-24T11:45:00+00:00,2026-09-24T11:52:45.630408+00:00,a2cf5baa1d16ededc8d0,100,100,100,6478076922.427773,1177535.789175,5e-05,5.893782303879529e-05,91.0,9.0,10.058144001114062,6700777665.296377
2026-09-24T12:00:00+00:00,2026-09-24T12:12:02.128879+00:00,a2cf5baa1d16ededc8d0,100,100,100,6498436192.1578455,1183022.6819475,5e-05,5.867444529195882e-05,92.0,8.0,9.92331647034198,6660767894.581693
2026-09-24T12:30:00+00:00,2026-09-24T12:32:34.409176+00:00,a2cf5baa1d16ededc8d0,100,100,100,6489495947.146676,1183644.5906699998,5e-05,5.88513601058615e-05,92.0,8.0,10.479135070236698,6560665477.00731
2026-09-24T12:45:00+00:00,2026-09-24T12:50:15.474972+00:00,a2cf5baa1d16ededc8d0,100,100,100,6493588192.139218,1177242.451195,5e-05,5.868907959531627e-05,92.0,8.0,9.852897342895897,6573741188.529667
2026-09-24T13:00:00+00:00,2026-09-24T13:10:56.890785+00:00,a2cf5baa1d16ededc8d0,100,100,100,6525518398.316317,1185357.9839625,5e-05,6.07621077550898e-05,93.0,7.0,8.452021677294297,6542584154.598614
2026-09-24T13:15:00+00:00,2026-09-24T13:28:36.221206+00:00,a2cf5baa1d16ededc8d0,100,100,100,6536245230.433763,1201002.896084,5e-05,6.120435404359951e-05,94.0,6.0,9.659883279742463,6572525713.905352
2026-09-24T13:30:00+00:00,2026-09-24T13:42:49.015489+00:00,a2cf5baa1d16ededc8d0,100,100,100,6518370208.340105,1199196.264,5e-05,6.265238138904549e-05,94.0,6.0,10.004005022967656,6674528317.335075
2026-09-24T13:45:00+00:00,2026-09-24T13:54:41.568477+00:00,a2cf5baa1d16ededc8d0,100,100,100,6533285294.617568,1197996.414846,5e-05,6.337557028596312e-05,94.0,6.0,9.91912149885653,6689765703.392283
2026-09-24T14:00:00+00:00,2026-09-24T14:09:51.159118+00:00,a2cf5baa1d16ededc8d0,100,100,100,6553255614.143441,1211613.4176524999,5e-05,6.483318766950734e-05,94.0,6.0,10.045584707617266,6634450859.35196
2026-09-24T14:15:00+00:00,2026-09-24T14:28:08.265964+00:00,a2cf5baa1d16ededc8d0,100,100,100,6578369530.8118725,1229290.4526804998,5e-05,6.527161590006689e-05,95.0,5.0,10.014909243225848,5676303561.985645
2026-09-24T14:30:00+00:00,2026-09-24T14:42:52.684405+00:00,a2cf5baa1d16ededc8d0,100,100,100,6522800912.593559,1237799.680905,5e-05,6.469858169211865e-05,96.0,4.0,10.580626021538649,5595309507.814236
2026-09-24T14:45:00+00:00,2026-09-24T14:55:47.540110+00:00,a2cf5baa1d16ededc8d0,100,100,100,6421752671.693523,1220825.0699399998,5e-05,6.37794722507761e-05,96.0,4.0,10.705205597820761,5787393352.052273
2026-09-24T15:00:00+00:00,2026-09-24T15:10:23.106375+00:00,a2cf5baa1d16ededc8d0,100,100,100,6462349775.827473,1225239.35902,5e-05,6.352073165732652e-05,97.0,3.0,10.490818470881852,5805820463.389966
2026-09-24T15:15:00+00:00,2026-09-24T15:28:56.948183+00:00,a2cf5baa1d16ededc8d0,100,100,100,6494826815.120248,1233323.6652000002,5e-05,6.375160257414934e-05,95.0,5.0,9.750667501208222,5832282895.985853
2026-09-24T15:30:00+00:00,2026-09-24T15:41:42.660193+00:00,a2cf5baa1d16ededc8d0,100,100,100,6528670578.1868515,1239089.4156,5e-05,6.39026808752569e-05,94.0,6.0,9.57401903922205,5828360309.1537075
2026-09-24T15:45:00+00:00,2026-09-24T15:53:31.212504+00:00,a2cf5baa1d16ededc8d0,100,100,100,6532129117.268016,1239431.6970000002,5e-05,6.346772091517195e-05,93.0,7.0,8.897017868856434,5788977402.658979
2026-09-24T16:00:00+00:00,2026-09-24T16:10:16.531684+00:00,a2cf5baa1d16ededc8d0,100,100,100,6503856664.280001,1220288.1504000002,5e-05,6.27470975675626e-05,93.0,7.0,10.549195887368807,5459180215.559986
2026-09-24T16:15:00+00:00,2026-09-24T16:28:50.047384+00:00,a2cf5baa1d16ededc8d0,100,100,100,6547019993.9522295,1233835.6906000003,5e-05,6.356785626624004e-05,93.0,7.0,9.542980775242196,5600536543.576486
2026-09-24T16:30:00+00:00,2026-09-24T16:41:49.772481+00:00,a2cf5baa1d16ededc8d0,100,100,100,6574042282.820646,1225714.2533,5e-05,6.53154817175251e-05,94.0,6.0,9.245968340182937,5619213271.487371
2026-09-24T16:45:00+00:00,2026-09-24T16:53:35.343837+00:00,a2cf5baa1d16ededc8d0,100,100,100,6544770928.233141,1214086.8797,5e-05,6.582265427696952e-05,94.0,6.0,9.496079950567486,5619532283.373938
2026-09-24T17:00:00+00:00,2026-09-24T17:08:43.820365+00:00,a2cf5baa1d16ededc8d0,100,100,100,6536509652.441212,1237443.9841,5e-05,6.479476882363371e-05,93.0,7.0,9.965831889572087,5600426740.218613
2026-09-24T17:15:00+00:00,2026-09-24T17:25:41.946693+00:00,a2cf5baa1d16ededc8d0,100,100,100,6514319154.738612,1243597.38406,5e-05,6.506351879798834e-05,94.0,6.0,9.124291669979687,5596765790.455151
2026-09-24T17:30:00+00:00,2026-09-24T17:38:39.338386+00:00,a2cf5baa1d16ededc8d0,100,100,100,6500341016.761294,1235980.5334900003,5e-05,6.582523392890973e-05,94.0,6.0,9.65477058647082,5642759333.332412
2026-09-24T17:45:00+00:00,2026-09-24T17:51:37.219344+00:00,a2cf5baa1d16ededc8d0,100,100,100,6497404218.014018,1225756.0118,5e-05,6.559581923846404e-05,94.0,6.0,9.97846773395178,5617922277.065761
2026-09-24T18:00:00+00:00,2026-09-24T18:11:18.614326+00:00,a2cf5baa1d16ededc8d0,100,100,100,6493846828.685142,1224975.7407000002,5e-05,6.41383308140175e-05,93.0,7.0,9.830425561661354,5714660639.668746
2026-09-24T18:30:00+00:00,2026-09-24T18:30:05.989432+00:00,a2cf5baa1d16ededc8d0,100,100,100,6519074131.890675,1221756.2672000001,5e-05,6.290781232719788e-05,92.0,8.0,8.691040542736808,5759668597.543303
2026-09-24T18:45:00+00:00,2026-09-24T18:56:26.799659+00:00,a2cf5baa1d16ededc8d0,100,100,100,6510150248.050943,1216476.3007,5e-05,5.808753471281977e-05,93.0,7.0,8.80668668406581,5794685828.76938
2026-09-24T19:00:00+00:00,2026-09-24T19:09:02.997316+00:00,a2cf5baa1d16ededc8d0,100,100,100,6479705825.722157,1219852.851,5e-05,5.482703784090458e-05,93.0,7.0,9.72773611694696,5831053904.660094
2026-09-24T19:15:00+00:00,2026-09-24T19:25:03.640787+00:00,a2cf5baa1d16ededc8d0,100,100,100,6492230871.38448,1220967.9969000001,5e-05,5.126267954962514e-05,93.0,7.0,8.952941367033166,5855456942.547785
2026-09-24T19:30:00+00:00,2026-09-24T19:37:52.391281+00:00,a2cf5baa1d16ededc8d0,100,100,100,6487796155.89146,1226371.5506000002,5e-05,4.713145211083922e-05,93.0,7.0,9.533965394649247,5850090861.07026
2026-09-24T19:45:00+00:00,2026-09-24T19:51:48.436503+00:00,a2cf5baa1d16ededc8d0,100,100,100,6494442380.501106,1219319.6688625,5e-05,4.1688238308099136e-05,93.0,7.0,10.003721641781244,5839448218.565519
2026-09-24T20:00:00+00:00,2026-09-24T20:10:26.537944+00:00,a2cf5baa1d16ededc8d0,100,100,100,6486840906.922674,1218224.9078600002,5e-05,3.730146700630818e-05,92.0,8.0,9.66531257326635,5846568806.677266
